SCH6p0                     uvoir     16.427  1.4188e+43     0.866  3    10.980    20.980
SCH6p0                     U         14.140     -19.884     0.871  3     9.530    19.530
SCH6p0                     B         16.677     -19.498     0.835  3    10.980    20.980
SCH6p0                     V         18.503     -19.573     0.860  2    12.580    22.580
SCH6p0                     R         18.907     -19.363     0.846  2    14.340    24.340
SCH6p0                     I         17.325     -18.857     1.081  3    12.580    22.580
SCH6p0                     J          8.685     -18.299     0.971  3     5.030    13.030
SCH6p0                     H          8.080     -17.972     0.168  3     4.210    12.210
SCH6p0                     K          9.011     -18.024    -0.043  3     5.030    13.030
SCH6p5                     bol       15.796  1.7125e+43     0.858  3    10.980    20.980
SCH6p5                     uvoir     16.112  1.5433e+43     0.858  3    10.980    20.980
SCH6p5                     U         14.046     -19.995     0.843  3     9.530    19.530
SCH6p5                     B         16.222     -19.578     0.810  3    10.980    20.980
SCH6p5                     V         18.035     -19.654     0.877  2    12.580    22.580
SCH6p5                     R         18.836     -19.428     0.851  2    14.340    24.340
SCH6p5                     I         17.349     -18.908     1.116  3    12.580    22.580
SCH6p5                     J          8.103     -18.269     0.799  3     4.210    12.210
SCH6p5                     H          7.613     -17.957     0.124  3     3.460    11.460
SCH6p5                     K          8.900     -18.033    -0.087  3     5.030    13.030
SCH7p0                     bol       15.554  1.8457e+43     0.846  3    10.980    20.980
SCH7p0                     uvoir     15.855  1.6549e+43     0.844  3    10.980    20.980
SCH7p0                     U         13.772     -20.094     0.806  3     8.210    18.210
SCH7p0                     B         15.825     -19.642     0.788  3    10.980    20.980
SCH7p0                     V         17.672     -19.723     0.880  2    12.580    22.580
SCH7p0                     R         18.801     -19.491     0.856  2    14.340    24.340
SCH7p0                     I         17.397     -18.959     1.127  3    12.580    22.580
SCH7p0                     J          7.576     -18.232     0.645  3     3.460    11.460
SCH7p0                     H          7.442     -17.943     0.074  3     3.460    11.460
SCH7p0                     K          8.969     -18.042    -0.126  3     5.030    13.030
PDDEL1n                    bol       16.368  1.6229e+43     0.761  3    10.980    20.980
PDDEL1n                    uvoir     17.139  1.4450e+43     0.781  3    12.580    22.580
PDDEL1n                    U         14.254     -19.872     0.962  3     9.530    19.530
PDDEL1n                    B         17.986     -19.488     0.951  2    12.580    22.580
PDDEL1n                    V         20.659     -19.591     0.706  2    16.270    26.270
PDDEL1n                    R         19.893     -19.504     0.718  2    14.340    24.340
PDDEL1n                    I         16.889     -19.134     0.637  3    12.580    22.580
PDDEL1n                    J         12.223     -18.647     1.367  3     8.010    16.010
PDDEL1n                    H         10.239     -18.220    -0.009  3     5.930    13.930
PDDEL1n                    K       -999.990    -999.990  -999.990  0     0.000     0.000
PDDEL3n                    bol       16.618  1.4822e+43     0.760  3    10.980    20.980
PDDEL3n                    uvoir     17.373  1.3207e+43     0.789  3    12.580    22.580
PDDEL3n                    U         14.555     -19.726     1.048  3     9.530    19.530
PDDEL3n                    B         18.083     -19.392     1.040  2    12.580    22.580
PDDEL3n                    V         20.962     -19.510     0.710  2    16.270    26.270
PDDEL3n                    R         19.813     -19.447     0.677  2    14.340    24.340
PDDEL3n                    I         16.603     -19.113     0.516  3    10.980    20.980
PDDEL3n                    J         12.788     -18.674     1.432  3     9.210    17.210
PDDEL3n                    H         10.930     -18.246    -0.056  3     6.920    14.920
PDDEL3n                    K         12.169     -18.293    -0.118  3     8.010    16.010
PDDEL4n                    bol       16.921  1.1553e+43     0.695  3    12.580    22.580
PDDEL4n                    uvoir     17.478  1.0214e+43     0.748  3    12.580    22.580
PDDEL4n                    U         14.498     -19.303     1.213  3     9.530    19.530
PDDEL4n                    B         17.591     -19.089     1.216  2    12.580    22.580
PDDEL4n                    V         21.198     -19.287     0.782  2    16.270    26.270
PDDEL4n                    R         19.671     -19.293     0.588  2    14.340    24.340
PDDEL4n                    I         17.075     -19.056     0.224  3    12.580    22.580
PDDEL4n                    J         14.160     -18.708     1.279  3    10.530    18.530
PDDEL4n                    H         13.176     -18.321    -0.316  3     9.210    17.210
PDDEL4n                    K         14.333     -18.329    -0.268  3    10.530    18.530
PDDEL7n                    bol       16.625  1.3198e+43     0.720  3    10.980    20.980
PDDEL7n                    uvoir     17.292  1.1696e+43     0.756  3    12.580    22.580
PDDEL7n                    U         14.376     -19.528     1.115  3     9.530    19.530
PDDEL7n                    B         17.768     -19.247     1.118  2    12.580    22.580
PDDEL7n                    V         21.084     -19.396     0.721  2    16.270    26.270
PDDEL7n                    R         19.538     -19.377     0.612  2    14.340    24.340
PDDEL7n                    I         16.699     -19.107     0.364  3    10.980    20.980
PDDEL7n                    J         13.727     -18.719     1.410  3     9.210    17.210
PDDEL7n                    H         12.293     -18.294    -0.185  3     8.010    16.010
PDDEL7n                    K         14.147     -18.329    -0.193  3    10.530    18.530
PDDEL9n                    bol       17.454  8.8076e+42     0.634  3    12.580    22.580
PDDEL9n                    uvoir     17.881  7.6813e+42     0.715  3    12.580    22.580
PDDEL9n                    U         15.582     -18.776     1.420  3     9.530    19.530
PDDEL9n                    B         16.937     -18.705     1.279  2    12.580    22.580
PDDEL9n                    V         21.141     -19.061     0.885  2    16.270    26.270
PDDEL9n                    R         20.230     -19.122     0.609  2    14.340    24.340
PDDEL9n                    I         18.774     -18.953     0.075  3    14.340    24.340
PDDEL9n                    J         14.933     -18.645     1.020  3    10.530    18.530
PDDEL9n                    H       -999.990    -999.990  -999.990  0     0.000     0.000
PDDEL9n                    K       -999.990    -999.990  -999.990  0     0.000     0.000
PDDEL11n                   bol       18.801  6.4202e+42     0.605  3    14.340    24.340
PDDEL11n                   uvoir     19.067  5.4297e+42     0.697  3    14.340    24.340
PDDEL11n                   U         17.171     -17.968     1.389  3    12.580    22.580
PDDEL11n                   B         16.889     -18.122     1.214  2    12.580    22.580
PDDEL11n                   V         20.994     -18.780     0.941  2    16.270    26.270
PDDEL11n                   R         20.831     -18.919     0.690  2    16.270    26.270
PDDEL11n                   I         23.533     -18.880     0.303  3    18.400    28.400
PDDEL11n                   J         15.869     -18.544     0.881  3    11.980    19.980
PDDEL11n                   H       -999.990    -999.990  -999.990  0     0.000     0.000
PDDEL11n                   K       -999.990    -999.990  -999.990  0     0.000     0.000
PDDEL12n                   bol       19.493  5.4317e+42     0.597  3    14.340    24.340
PDDEL12n                   uvoir     19.733  4.4918e+42     0.689  3    14.340    24.340
PDDEL12n                   U         18.341     -17.415     1.240  2    10.580    24.580
PDDEL12n                   B         17.292     -17.761     1.143  3    12.580    22.580
PDDEL12n                   V         20.937     -18.605     0.940  2    16.270    26.270
PDDEL12n                   R         21.002     -18.796     0.730  2    16.270    26.270
PDDEL12n                   I         23.345     -18.826     0.383  3    18.400    28.400
PDDEL12n                   J         16.647     -18.481     0.847  3    11.980    19.980
PDDEL12n                   H       -999.990    -999.990  -999.990  0     0.000     0.000
PDDEL12n                   K       -999.990    -999.990  -999.990  0     0.000     0.000
