  90.00      3.833      3.190      4.607      2.710      5.630      3.010    
  91.00      3.850      3.216      4.632      2.750      5.673      3.050    
  92.00      3.866      3.241      4.657      2.790      5.716      3.090    
  93.00      3.883      3.267      4.682      2.830      5.759      3.130    
  94.00      3.900      3.293      4.707      2.870      5.802      3.170    
  95.00      3.917      3.318      4.733      2.910      5.845      3.210    
  96.00      3.933      3.344      4.758      2.950      5.888      3.250    
  97.00      3.950      3.369      4.783      2.990      5.931      3.290    
  98.00      3.967      3.395      4.808      3.030      5.974      3.330    
  99.00      3.983      3.421      4.833      3.070      6.017      3.370    
  100.0      4.000      3.446      4.859      3.110      6.060      3.410    
  101.0      4.017      3.472      4.884      3.150      6.103      3.450    
  102.0      4.033      3.497      4.909      3.190      6.146      3.490    
  103.0      4.050      3.523      4.934      3.230      6.189      3.530    
  104.0      4.067      3.549      4.959      3.270      6.232      3.570    
  105.0      4.083      3.574      4.985      3.310      6.275      3.610    
  106.0      4.100      3.600      5.010      3.350      6.318      3.650    
  107.0      4.117      3.625      5.035      3.390      6.361      3.690    
  108.0      4.134      3.651      5.060      3.430      6.404      3.730    
  109.0      4.150      3.677      5.085      3.470      6.447      3.770    
  110.0      4.167      3.702      5.111      3.510      6.490      3.810 
